Id,SalePrice
1461,121111.08935744858
1462,158180.2793986999
1463,176967.15555658878
1464,185440.78285923196
1465,197339.9622605593
1466,180043.25296434993
1467,177587.95479766777
1468,166282.36723564652
1469,181544.1705164522
1470,120462.56662774134
1471,198316.59154727904
1472,90650.05045161105
1473,95694.83481744786
1474,149904.5151647524
1475,128874.44502257433
1476,374661.20537064056
1477,256183.55417973603
1478,295627.165986834
1479,269700.52636279823
1480,455345.48020831216
1481,312228.3117652686
1482,207740.88014855437
1483,174368.62243394778
1484,167930.73781613857
1485,178624.3978658088
1486,199225.339792522
1487,345809.79493996786
1488,235986.8593835835
1489,209608.07522453732
1490,213242.6100321187
1491,195044.042899943
1492,92627.40615444997
1493,189452.1489402177
1494,287739.8367393219
1495,287651.09152804577
1496,233423.86790960643
1497,183532.94826827463
1498,160481.36347275993
1499,159456.43151123883
1500,154856.0057912269
1501,172775.92619089442
1502,157693.56894431706
1503,310438.23978270515
1504,231196.74378208793
1505,221289.41192734672
1506,187179.66867837007
1507,242395.02180957483
1508,208419.92361913214
1509,163319.99371130895
1510,147629.04824913948
1511,148519.8643258966
1512,169016.38689113586
1513,150126.7601605117
1514,163031.11682363317
1515,190651.60235908572
1516,160014.96040516658
1517,156975.13169471963
1518,125425.99720089212
1519,223441.49175141906
1520,134176.7066222177
1521,135554.1737266362
1522,173741.63417705474
1523,108391.72308685527
1524,123578.09980545931
1525,118998.1345422298
1526,116537.19315862023
1527,106704.78225706122
1528,133483.8628701682
1529,145527.3501195232
1530,172765.72679989517
1531,128603.21699274327
1532,103309.46377002432
1533,151615.87334303206
1534,126557.8557152148
1535,151606.0370476313
1536,114775.17134752143
1537,75678.49263883212
1538,183252.77645407678
1539,218940.52060170998
1540,103078.83846716401
1541,139751.2108356778
1542,144124.881788146
1543,217924.77816234194
1544,81068.95549240561
1545,110726.98720938923
1546,130362.2204424391
1547,135691.17470751403
1548,134982.1092760994
1549,113450.81289863837
1550,143751.79228735212
1551,119105.1592186849
1552,137703.64335471613
1553,148144.11187349228
1554,113847.55942621002
1555,174412.61213318346
1556,78346.21475980726
1557,105928.26787051791
1558,99239.02580703172
1559,99068.91932496156
1560,139571.18666196152
1561,134488.74170839068
1562,130049.48571119171
1563,115296.24509878259
1564,164845.34535169587
1565,147889.1381026543
1566,229698.57613259464
1567,77749.75102607015
1568,231668.3256566131
1569,150234.60985446794
1570,140629.53155340845
1571,125734.02631445385
1572,148575.7699019347
1573,250816.1242229022
1574,110248.48189144925
1575,217633.56435358772
1576,220685.79277216093
1577,201817.1311752156
1578,145891.13052966716
1579,139539.35407911532
1580,195286.3460636786
1581,154744.95380294204
1582,128994.15813449262
1583,318495.41341549344
1584,234470.17077417544
1585,141351.6130987981
1586,71960.24650823692
1587,108252.24054567795
1588,151631.2356965739
1589,100256.15042323299
1590,134631.43204690062
1591,92766.00092900719
1592,125049.26028216672
1593,126789.33657251597
1594,141992.50456403787
1595,112826.05050150496
1596,230505.47890473556
1597,178312.5923254216
1598,199369.61823511097
1599,203750.707363465
1600,189984.5836671243
1601,65947.6124322043
1602,115458.08080127578
1603,95621.14977965599
1604,276814.1547524336
1605,243981.300164261
1606,167556.1350601906
1607,166651.8840509802
1608,215936.36927398085
1609,199914.57348745991
1610,159611.76525373466
1611,139603.17623593137
1612,170396.97851967652
1613,158927.02939931737
1614,123124.49164483605
1615,83026.3453180069
1616,72133.21659043412
1617,87208.59396243781
1618,124237.00803372434
1619,141791.21093208692
1620,154863.2106902088
1621,136180.59972313623
1622,144053.1755689171
1623,294492.79241518973
1624,210836.38149529046
1625,121192.99312276336
1626,168359.42890753757
1627,186975.40663780822
1628,280369.68484907114
1629,178996.19000451695
1630,368212.6277576356
1631,219311.47260683714
1632,241707.97469259868
1633,172592.2531334163
1634,185278.59215423593
1635,184849.50702705942
1636,158666.82599855072
1637,183485.0337260391
1638,199489.8492477977
1639,176265.6593746806
1640,252600.02574431276
1641,177873.37771063633
1642,232076.48607463483
1643,220156.11450836726
1644,227056.0809500287
1645,199626.05217247395
1646,156337.47259965478
1647,159864.70677551161
1648,134082.82266143718
1649,139081.7125691815
1650,113851.95631839462
1651,120526.979539997
1652,93932.51766027522
1653,97591.51193909829
1654,153919.51742269215
1655,152929.11080353174
1656,146468.00918540783
1657,150940.86635012223
1658,149061.15157845814
1659,131024.2971693412
1660,151574.45079481739
1661,449002.5400584462
1662,393431.2103772901
1663,381753.1609340564
1664,445627.2786700045
1665,317611.92698528396
1666,326417.4032976483
1667,376395.18189224665
1668,343590.70295382146
1669,299100.50836838095
1670,344164.4244721057
1671,244772.71831728713
1672,436028.59537338023
1673,298752.97776117607
1674,247718.73026285134
1675,186353.9139796195
1676,186481.13265241418
1677,213724.13925457603
1678,422746.1748176562
1679,392760.4955857399
1680,332154.5161861899
1681,275406.6607631954
1682,298965.98872872477
1683,180053.14374654088
1684,173308.01747463123
1685,178721.07397739612
1686,168759.21649562675
1687,170544.95407902083
1688,190555.68996157797
1689,193673.66882781117
1690,191610.84335558163
1691,181359.18659665342
1692,271547.8120944421
1693,169958.25885383063
1694,183284.96435267906
1695,167362.57962388403
1696,266521.3682355479
1697,170419.4961467577
1698,373284.7530798127
1699,323819.63049102685
1700,238518.92909807691
1701,267441.89152136847
1702,263619.6839164421
1703,254860.6196399907
1704,297705.79326408514
1705,240900.8635310765
1706,422731.49886550574
1707,225672.5166433881
1708,212592.3627711594
1709,278153.3144345534
1710,228703.78079574424
1711,259436.48807399382
1712,249205.33208982777
1713,250517.59126967928
1714,219611.60682495646
1715,209212.48875689346
1716,186773.29720745122
1717,169338.51106184706
1718,137150.28293812057
1719,203202.30181382303
1720,251420.75538202314
1721,166292.85968173182
1722,128020.57538334363
1723,156119.3465742173
1724,214681.3554714101
1725,238238.7155332026
1726,193460.19558069963
1727,164683.23492273755
1728,188391.14711016836
1729,164284.56369390874
1730,168804.9971732416
1731,124217.4429373766
1732,125337.85547985643
1733,115139.90148379013
1734,122769.08060067361
1735,134159.15471794643
1736,112964.04237115756
1737,347540.1648888703
1738,216757.26945330715
1739,280904.1716789035
1740,203676.95948757755
1741,190234.16040256503
1742,171576.72793852657
1743,170815.50859207392
1744,317212.7005582987
1745,212982.21020953686
1746,239692.04161149345
1747,215627.03449224532
1748,220115.1363327996
1749,153162.811514829
1750,137186.38463987154
1751,237918.12111479917
1752,117946.04814820865
1753,139066.58836928615
1754,205488.54955005946
1755,163882.84515411305
1756,130208.53588442289
1757,117896.58313098528
1758,148550.20836829228
1759,160724.46015177862
1760,165437.74286193532
1761,143973.52545630923
1762,174544.47990936306
1763,171107.01136672636
1764,112377.50796600939
1765,173152.82495905427
1766,175914.78214415963
1767,213009.77737433335
1768,139447.37501207922
1769,169927.82788185452
1770,148737.08250221144
1771,127106.74364464673
1772,135013.88409785464
1773,134540.757433513
1774,123703.75604949238
